timestamp,scenario,pid,cpu_percent,rss_kb,vsz_kb,elapsed
2026-09-01T17:29:25+0700,Load,61836,0.0,68384,436214400,00:03
2026-09-01T17:29:26+0700,Load,61836,0.0,68384,436214400,00:04
2026-09-01T17:29:27+0700,Load,61836,0.9,69360,436214400,00:05
2026-09-01T17:29:28+0700,Load,61836,1.5,69568,436214400,00:06
2026-09-01T17:29:29+0700,Load,61836,1.6,69776,436214400,00:07
2026-09-01T17:29:30+0700,Load,61836,0.7,69840,436218496,00:08
2026-09-01T17:29:31+0700,Load,61836,0.6,70144,436218752,00:09
2026-09-01T17:29:32+0700,Load,61836,1.9,70560,436219008,00:10
2026-09-01T17:29:33+0700,Load,61836,1.9,70912,436219264,00:12
2026-09-01T17:29:35+0700,Load,61836,1.6,71504,436220032,00:13
2026-09-01T17:29:36+0700,Load,61836,3.6,72512,436220800,00:14
2026-09-01T17:29:37+0700,Load,61836,2.2,73136,436220800,00:15
2026-09-01T17:29:38+0700,Load,61836,1.8,73216,436220800,00:16
2026-09-01T17:29:39+0700,Load,61836,2.4,73328,436220800,00:17
2026-09-01T17:29:40+0700,Load,61836,3.3,73392,436220800,00:18
2026-09-01T17:29:41+0700,Load,61836,3.5,73520,436220800,00:19
2026-09-01T17:29:42+0700,Load,61836,3.1,65792,436220800,00:20
2026-09-01T17:29:43+0700,Load,61836,2.5,65888,436220800,00:21
2026-09-01T17:29:44+0700,Load,61836,4.4,66080,436220800,00:22
2026-09-01T17:29:45+0700,Load,61836,3.3,66176,436220800,00:23
2026-09-01T17:29:46+0700,Load,61836,3.5,66256,436220800,00:24
2026-09-01T17:29:47+0700,Load,61836,1.8,66352,436220800,00:25
2026-09-01T17:29:48+0700,Load,61836,3.7,64704,436216960,00:26
2026-09-01T17:29:49+0700,Load,61836,3.7,65088,436217472,00:27
2026-09-01T17:29:50+0700,Load,61836,3.1,65280,436217472,00:28
2026-09-01T17:29:51+0700,Load,61836,2.2,65360,436217472,00:29
2026-09-01T17:29:52+0700,Load,61836,3.3,65504,436217472,00:30
2026-09-01T17:29:53+0700,Load,61836,3.0,65152,436217472,00:31
2026-09-01T17:29:54+0700,Load,61836,3.1,63872,436217984,00:32
2026-09-01T17:29:55+0700,Load,61836,1.8,63968,436217984,00:33
2026-09-01T17:29:56+0700,Load,61836,3.3,64160,436217984,00:34
2026-09-01T17:29:57+0700,Load,61836,2.6,64256,436217984,00:35
2026-09-01T17:29:58+0700,Load,61836,6.9,68272,436218288,00:36
2026-09-01T17:29:59+0700,Load,61836,2.4,68288,436218288,00:37
2026-09-01T17:30:00+0700,Load,61836,2.3,67808,436217776,00:38
2026-09-01T17:30:01+0700,Load,61836,1.9,67840,436217776,00:39
2026-09-01T17:30:02+0700,Load,61836,3.3,67856,436217776,00:40
2026-09-01T17:30:03+0700,Load,61836,1.8,67856,436217776,00:41
2026-09-01T17:30:04+0700,Load,61836,3.5,69584,436218288,00:42
2026-09-01T17:30:05+0700,Load,61836,2.0,70864,436218544,00:43
2026-09-01T17:30:06+0700,Load,61836,2.5,70880,436218544,00:44
2026-09-01T17:30:07+0700,Load,61836,1.5,70912,436218544,00:45
2026-09-01T17:30:08+0700,Load,61836,2.5,70912,436218544,00:46
2026-09-01T17:30:09+0700,Load,61836,3.2,70768,436218544,00:47
2026-09-01T17:30:10+0700,Load,61836,1.9,70768,436218544,00:48
2026-09-01T17:30:11+0700,Load,61836,3.9,70832,436218544,00:49
2026-09-01T17:30:12+0700,Load,61836,2.2,70848,436218544,00:50
2026-09-01T17:30:13+0700,Load,61836,2.5,70848,436218544,00:51
2026-09-01T17:30:14+0700,Load,61836,2.0,70864,436218544,00:52
2026-09-01T17:30:15+0700,Load,61836,4.0,70880,436218544,00:53
2026-09-01T17:30:16+0700,Load,61836,2.4,70880,436218544,00:54
2026-09-01T17:30:17+0700,Load,61836,1.5,70912,436218544,00:55
2026-09-01T17:30:19+0700,Load,61836,2.3,70912,436218544,00:57
2026-09-01T17:30:20+0700,Load,61836,2.6,70944,436218544,00:58
2026-09-01T17:30:21+0700,Load,61836,2.3,70992,436218544,00:59
2026-09-01T17:30:22+0700,Load,61836,2.8,71008,436218544,01:00
2026-09-01T17:30:23+0700,Load,61836,2.8,71264,436218544,01:01
2026-09-01T17:30:24+0700,Load,61836,3.0,71328,436218544,01:02
2026-09-01T17:30:25+0700,Load,61836,2.1,71440,436218544,01:03
2026-09-01T17:30:26+0700,Load,61836,2.4,71504,436218544,01:04
2026-09-01T17:30:27+0700,Load,61836,1.4,71536,436218544,01:05
2026-09-01T17:30:28+0700,Load,61836,2.8,71712,436218544,01:06
2026-09-01T17:30:29+0700,Load,61836,3.2,71888,436218544,01:07
2026-09-01T17:30:30+0700,Load,61836,4.5,72128,436218800,01:08
2026-09-01T17:30:31+0700,Load,61836,2.5,72256,436218800,01:09
2026-09-01T17:30:32+0700,Load,61836,1.8,72416,436218800,01:10
2026-09-01T17:30:33+0700,Load,61836,2.5,71856,436218800,01:11
2026-09-01T17:30:34+0700,Load,61836,4.2,72656,436218800,01:12
